date,likesCount,commentsCount,text,Sentiment
2020-09-15T22:05:34.000Z,5,12.0,climate change is real ,Positive
2020-09-15T21:57:52.000Z,10,12.0,global warming  its happened before  its happening now  it will happen again  there will probably be an ice  age    live life while your still here  ,Positive
2020-09-15T21:43:00.000Z,4,7.0,what was the reason for the dust bowl in thes,Neutral
2020-09-15T21:42:26.000Z,28,24.0,its not all climate change believe me theres a lot of other things to consider here  u all no it the lying democrats think their always right u know it,Positive
2020-09-15T21:41:48.000Z,0,2.0,link doesnt seem to be working can you repost,Neutral
2020-09-15T21:40:29.000Z,15,8.0,i dont think science knows,Neutral
2020-09-15T21:36:59.000Z,16,8.0,the climate is changing but its ridiculous to think that we humans can change that if were the cause what caused the last ice age to melt,Negative
2020-09-15T21:36:05.000Z,3,7.0,re ord being from  somethinglolol,Neutral
2020-09-15T21:30:35.000Z,7,8.0,the sad thing is that if we look at projected crude oil demand and new coal fired power plants coming online next  years this graph will continue to increase exponentially,Negative
2021-09-23T17:33:32.000Z,0,1.0,dont worry  it will start getting cooler now  and when youre freezing cold nobody will be talking about global warming  then it will be when will this freeze end  it was a very mild summer in ca this year  ,Negative
2021-09-23T17:24:15.000Z,0,,lower,Neutral
2021-09-23T16:20:52.000Z,0,,unfortunatelly ,Neutral
2021-09-23T16:20:04.000Z,0,2.0,can we speak about a climate change based only on data between    ,Neutral
2021-09-23T16:00:27.000Z,3,3.0,okay studentsrepeat after me truth nuclear bombs either being tested above or below ground nuking  foriegn countries and repeat the lie its air pollution causing global warming from your car factories or coal factories or air pollution from exhaust fumes from vehicles or candy factories or whatever government or eco friendly tree huggers says it is cuz they wouldnt lie and place a thousand taxable regulations on innocent people ever  ,Positive
2021-09-23T15:35:49.000Z,0,5.0,if christians actually read their bibles they would know that climate change is completely biblical to deny climate change is to deny the bible ,Positive
2021-09-23T15:25:33.000Z,1,9.0,"one  degree c in  years

got it",Neutral
2021-09-23T15:23:31.000Z,11,13.0,that is only  years of data periods of global heating and cooling have lasted for thousands of years according to geological data the temperature could start a downward cycle at any time ,Neutral
2021-09-23T15:13:56.000Z,6,,excellent reports by nasa  too bad be are living in an era of celebrating ignorance,Positive
2021-09-23T15:07:41.000Z,1,,dalton van stratten this is interesting  ,Positive
2021-09-23T15:07:22.000Z,6,1.0,nasa climate thank you ,Neutral
2021-09-23T14:37:39.000Z,0,,andy welborn,Neutral
2021-09-23T14:37:35.000Z,3,,"our planet is hotter
and climate change is here 
these people are experts 
simple as that 
now let me put it to you this way 
there is no planet  b ",Neutral
2021-09-23T14:34:29.000Z,0,,,Neutral
2021-09-23T13:59:46.000Z,1,3.0,"we are still at the tail end of an ice age 

the earth is supposed to be warming

we just need to sequester the carbon we mined and turned to a gaseous phase ",Neutral
2021-09-23T13:48:22.000Z,10,6.0,earth goes through these cycles every so often the weather people has only been keeping data for a very short time and want to teach us about how the earth behaves from millions of years back to our present daythey are full of air,Positive
2021-09-23T13:42:57.000Z,0,1.0,so what youre say is we need more volcanic eruptions to blanket the earth with ash and cool it down were going to need dr evils help after all,Positive
2021-09-23T13:38:47.000Z,0,,thank you for postingand replying to the idiot deniers,Negative
2021-09-23T13:30:37.000Z,2,5.0,my understanding is that you dont account for solar activityflares to the climate and attribute that data towards human caused change which skews the conclusion the climate may be changing but the  of human caused climate change is almost negligible if you account for the data properly  ,Neutral
2021-09-23T13:19:12.000Z,1,4.0,"how much do this contribute to the sea level rise in oceans  
httpssealevelnasagovnewslastingimpressionsiceageechoesaffectpresentdaysealevel  would be greatful for an answer",Positive
2021-09-23T12:56:00.000Z,1,3.0,lets see an eon of comparisonthis short a sample is ridiculous,Negative
2021-09-23T11:16:23.000Z,0,1.0," times more than man

httpsscitechdailycomdeadwoodreleasinggigatonsofcarboneveryyearmorethanallfossilfuelemissionscombined",Positive
2021-09-23T05:54:34.000Z,1,1.0,think how to neutralize the global warming,Neutral
2021-09-23T02:23:15.000Z,6,7.0,quit chopping down all the forest maybe that may help  or is someone going to tell me that doesnt play a role,Negative
2021-09-23T02:08:08.000Z,0,,meziah jolley what money exactly ,Positive
2021-09-23T02:04:13.000Z,37,62.0,blah blah blah there is nothing man can do to stop this or create this remember when scientists said the next ice age is coming when al gore said the world wouldnt make  remember how many times these climate scientists changed the data to prove their beliefs  no offense nasa the data proves we are getting warmer it does not prove however that man caused it,Positive
2021-09-23T01:57:43.000Z,1,,the die back is going to be horrendous ,Neutral
2021-09-23T01:45:28.000Z,0,, lowest smoothing,Neutral
2021-09-22T23:57:58.000Z,2,6.0,im still waiting for that next ice age scare in the s,Neutral
2021-09-22T23:44:34.000Z,0,,sad that its just a matter of time now,Negative
2021-09-22T22:33:02.000Z,9,,denying human involvement in climate change does not change facts the data is revealing,Neutral
2021-09-22T22:32:27.000Z,0,,oh dear,Neutral
2021-09-22T19:56:33.000Z,0,,ruth crowl frank bulbeck wow,Positive
2023-07-15T06:19:49.000Z,0,,thats correct there is a pattern also that alternates within our seismograph charts concerning our orbital plain a triannual process that reoccurs  within our planets equinoxesour seasonsthey correlate,Negative
2022-10-26T16:40:49.000Z,54,14.0,im kinda surprised that the trolls blaming earths natural cycles havent already chimed in,Positive
2022-10-27T03:43:12.000Z,6,5.0,hey nasa any chance you could give us your annual fuel usage over the last  years ,Neutral
2022-10-26T20:53:57.000Z,4,,a really good analogy of the effect of co in our atmosphere,Positive
2022-10-26T18:25:43.000Z,13,42.0,what confuses me is if this coat is getting puffier how are alltime cold records still being broken is this normal,Negative
2022-10-26T16:34:59.000Z,4,17.0,how can we stop increasing the amount of co,Neutral
2022-10-26T21:22:10.000Z,0,6.0,question to nasa how do you calculate these average worldwide temperatures,Negative
2022-10-26T17:35:44.000Z,0,,how to drink  water  how to observemaybe ,Neutral
2022-10-26T18:40:30.000Z,1,5.0,in  how were they able to know the c in our atmosphere,Positive
2022-10-26T22:41:27.000Z,3,,in terms raw co ppm the difference between now   is greater than the difference between  and the last ice age just something to think about,Positive
2022-10-27T10:46:09.000Z,2,,"you know how people say the earths climate has been changing since long before people started using coal and gas and oil  well theyre correct 

but how  why does the climate change  

its not magic 

the climate changes because the earths orbit varies  it isnt a perfect oval no planets orbit is perfect 

the tiny bit of change in our orbit means we get slightly more warmth from the sun during one phase and slightly less during the other just a tiny amount 

the variation in orbit is called the milankovitch cycle 

does having a little more or less sun cause ice ages and warm spells  not on its own

but when the earths atmosphere warms just a smidge the oceans warm up and as they warm they release carbon dioxide  when they cool down they absorb carbon dioxide 

its just the nature of gases  theyre absorbed into cool water and released when water warms up think about a pot of boiling water releasing bubbles

carbon dioxide co traps heat so as the co level in the air rises the atmospheric temperature increases  which causes more co to be released by the oceans  which raises the temperature some more 

its a positive feedback loop  

when our orbit is in the cooler phase the temperature falls and the co level slowly goes back down  cooling off takes longer than warming up 

during ice ages the co level was  parts per million ppm and during warm spells the co has been  ppm
its been a  consistent system for  years heats up cools very slowly  ppm back and forth 

the problem isfor  years weve been digging up fossil fuels and burning them adding co to the atmosphere gigatons of co every year 

so the co level in the atmosphere is now over ppm  

more carbon dioxide traps more heat   like throwing another blanket on your bed  

and climate change is causing more climate change 

as the permafrost in siberia thaws gigatons of methane gas are being released methane traps  times more heat than co 

oncefrozen siberia has been burning which releases more co 

melting glaciers mean the earth loses reflectivity and absorbs more heat which causes more melting",Positive
2022-10-26T21:46:34.000Z,1,12.0,i think the emission of greenhouse gases will never stop as long human still in need of materials industries and mining will never stop without mining life will be different today because everything we see in the world today is from mining stop mining stop greenhouse gases emissions,Negative
2022-10-26T22:58:24.000Z,0,1.0,by people hope they refer to the big greedy ones the big manufacturing industry we swim in an ocean of plastic everything  from packaging your bread to plastic clothing and mostly everything in a household ,Positive
2022-10-26T20:27:30.000Z,1,,great metaphor,Positive
2022-10-26T21:45:50.000Z,0,,excellent analogy,Positive
2022-10-27T00:00:34.000Z,0,,i love and hate how nasa needs to use a st grade metaphor to convey this message d ,Negative
2022-10-27T05:56:35.000Z,0,,actually with current pledges in emission reductions we are still adding insulation layers year by year for the next  years minimum we need to be much quicker,Positive
2022-10-26T21:23:46.000Z,0,,i hope that each country should be reminded of their emissions by constantly tracking them in space and it is fascinating the coat should not be puffer,Positive
2022-10-26T19:31:18.000Z,1,11.0,nasa climate change is it not a bad idea to start building self sustaining citys under domes and perfect that way of life before climate just abruptly changes  even if its possible to just do one  that data alone is priceless for future use just my humble opinion i feel like the ship  has sailed on trying to curtail the climate issue,Positive
2022-10-26T19:40:45.000Z,2,,"people coevolved with other organisms like fungi as the fungi adapt to a rapidly warming world they are able to survive above human body temperature and pose a direct growing threat to human health 

httpswwwwhointnewsitemwhoreleasesfirsteverlistofhealththreateningfungi",Positive
2022-10-26T19:22:29.000Z,1,,are you similarly confused by the alltime record heat and drought where the hottest years ever recorded are being experienced right now or is that invisible to you,Positive
2022-10-26T18:42:51.000Z,0,,thanks of philosophy share knowledge partner,Positive
2022-10-26T19:21:28.000Z,0,3.0,"in the s we had fuel restrictions general speed limit was dropped from kmh to  filling stations closed overnight made long distance travell  difficult  trucks were not allowed to take freight between towns trains had to be used as a country there was a huge drop in fuel used as well as a disproportionate drop in traffic accidents and deaths this got me thinking about all the carbon that over millions of years has been collected by the earth and now over a hundred we are digging it up and releasing it into the atmosphere at some point it had to make a difference i also thought about all the chemical uses of oil we will use it up at some point   
  however people using climate change for nefarious ends does us no favors people sense this and attack our efforts to reverse climate change",Negative
2022-10-29T22:18:23.000Z,0,,sadly,Negative
2022-10-26T19:52:12.000Z,1,,james procak because the expanding heat allows the cold to drop down it changes the currents that would keep the cold from dropping down in areas that did not have the colder temperatures as youve seen more extreme weather events are happening more often events that occurred maybe once in fifty years are now occurring every few years,Negative
2022-10-26T17:46:41.000Z,1,,manuel edgardo lugo recart,Neutral
2022-10-31T03:54:06.000Z,0,,,Neutral
2022-10-31T03:54:28.000Z,0,,we need fast and urgent funding to deal with the losses and damage,Positive
2022-10-26T19:29:42.000Z,0,,brody smith,Neutral
2022-12-12T13:34:22.000Z,0,,jim vb,Neutral
2022-10-26T16:02:42.000Z,1,2.0,"climatechange jpl anthropocene
httpswwwjplnasagovtopicsclimatechange",Neutral
2022-10-26T17:26:05.000Z,4,1.0,mean while we continue to destroy the natural carbon removal systems and add more crap we dont really need httpsphysorgnewsalgaelichensmosseshugeamountshtml,Negative
2020-09-16T01:11:15.000Z,1,3.0,taking advantage of the naive climate has been changing since the beginning of time what we are doing now has little affect the earth corrects itself over time   ,Negative
2020-09-16T12:01:08.000Z,2,11.0,your predictions are based on faked computer parameters ,Neutral
2020-09-17T17:56:19.000Z,0,1.0,"this earth has been changing since its  conception 
i do believe in global warming
i would do away with combustion enginesinstead of spending this countries money to pay you for buying   a car with better gas 
mileage
like the president from  to  did when he first came into office
nd i would eliminate all plastics  when i was a kid we did not have much plastic
coffee was in tins
water was in glasses car headlights were all glass
there was no island in the pacific  made of a
plastic
  alaska had glaciers that did  ot melt
 folks wise up and lets protect gods gift to us
mother earth",Positive
2020-09-17T04:56:23.000Z,1,1.0,exactly how long have they been keeping records clearly a blink of the eye in historical terms,Positive
2020-09-16T01:54:28.000Z,1,2.0,if the greenhouse gas carbon dioxide is getting more in the earth that would also mean its getting denser why are the clouds not going up in elevation since they ride on the carbon dioxide oxygen mix,Positive
2020-09-15T22:28:57.000Z,11,12.0,cut the crap in the s the socalled experts tried to scare us to death saying were all headed to another ice age but i bet you liberal loons will block this post stop trying to cram this crap down our throats,Negative
2020-09-16T21:17:02.000Z,0,1.0,time has already longrun out to make any difference in global temperature reductions its far too late now the gross stupidity of the human race will be their own undoing serves them right for their pitiful arrogance after humanity is extinct the planet will once again heal itself over eons of time into the distant future to once again become the paradise it was before the humans harmed it,Negative
2020-09-17T14:39:50.000Z,1,14.0,temperatures rising are from rising magma that is what is warming ocean temperatures as well as land and that is evident by increasing earthquakes and volcanic eruptions ,Positive
2020-09-16T01:56:32.000Z,1,2.0,bs the democrats are behind this  volcano can dump more than  autos and the forest mismanagement on the wast coast if the environmental st would let them log the old groth that would nevet of happened,Positive
2020-09-16T05:25:27.000Z,1,10.0,can you show us a  year graph can you show us a  year graph of ocean levels,Neutral
2020-09-16T04:26:36.000Z,2,3.0,climate change is and always has been in full motion its life on our volcanic planet  for every burb by  volcano puts our more gases and carbon monoxide than  china cities combines i want my money back you thief,Positive
2020-09-15T21:25:05.000Z,27,6.0,i wish this was simply old news and we had people who cared as the wealthiest and most powerful i wish we didnt have to fight to save a beautiful and healthy planet,Positive
2020-09-15T22:15:25.000Z,22,,is there anyone in nasa that can explain climate change to the president maybe with a short childrens book with lots of pictures or maybe with puppets,Neutral
2020-09-16T01:22:28.000Z,18,8.0,thank you to all of you at nasa climate change for making a difference i get really despondent sometimes over the path towards disaster we seem to be treading it makes my heart happy to see other people still fighting the good fight ,Positive
2020-09-15T23:08:47.000Z,6,,"the current ruling class who has control over the global politicaleconomy has the power to continue the burning of fossil fuels or to build a sustainable energy infrastructure they have the power to meet the needs of displaced peoples whos lives are destroyed by climate change or leave them to die 

a cursory look at even just our recent history of dealing with environmental disasters and displaced people katrina puerto rico these fires the migrant crises on the borders of mexico in the mediterranean etc shows what decisions they will make 

its not because they are uniquely evil people its because of the logic of capital they have an incentive a near obligation to maintain growth maintain their bottom line 

to fight climate change we need to fight this apocalyptic class as workers people who every day reproduce the world around us who have the power to change the world we have the weapon of withholding  our labor to force capital to bend to our will which i imagine would include not allowing the world to burn destroying all of our and our loved ones futures

only when we work together organize in our neighborhoods workplaces etc will we have the power to challenge the system that is killing us

join a union join a socialist organization fight back in the streets read lenin and anyone else you think could help arm you with theory we have to take this seriously if we are to have a future at all ",Negative
2020-09-15T21:55:18.000Z,12,13.0,most of the disasters that you talked about is where the earth is moving so the continents will move back together the united states is moving south and east its not fast but its moving and its causing global warming because we are moving towards where its warm why dont you look it up for yourself we move one inch south every year and  in east every year there is your global warming,Positive
2020-09-15T23:41:15.000Z,5,1.0,wow well i suppose the ultimate expert on gw is mother nature just saying i think shes trying to tell us something no matter whose at fault or whether our changing weather patterns are cyclical maybe we ought to put out heads together and figure out the future of our planet for our kids and grandkids thanks ,Positive
2020-09-16T00:30:03.000Z,4,2.0,the fastest way to reduce car emissions is to promote affordable housing near job places  very few people are close enough to work to walk  very few streets are safe for cyclists  in seeking affordable housing or in seeking job opportunities a large number of people commute  minutes one way  ,Positive
2020-09-15T23:04:40.000Z,4,8.0,to keeping our families together and work on helping to keep on building up what may come in a bad situation with our landwe cant stop this pandemic but if we stay together things can change,Negative
2020-09-16T14:44:35.000Z,3,,these people in the comment section who havent dedicated their entire lives to science and most likely get their news from youtube are trying to school nasa on how climate change works  ,Positive
2020-09-15T22:30:24.000Z,6,,the data is there scientific information is there however we at the mercy of a rich minority that will not stop at anything for profits,Positive
2020-09-15T23:26:19.000Z,2,,plant more trees stop building malls build in old parts of cities save are land redo old neighborhood a  acres is develop in ohio a day the gas and oil has cut down billions of trees in the past  years yes we can do other things,Positive
2020-09-16T06:08:13.000Z,1,1.0,changes to our climate are from our magnetic field of our planet being affected causing rising magma and increased earthquake and volcanic activity not man made greenhouse gases if we would quit deforestation we would have less co as trees absorb greenhouse gases and give back oxygen if you do the research you will find the fires that are starting in western us are all by fault lines and volcanic fields ,Negative
2020-09-15T21:42:37.000Z,1,,natural disasters hard to security i wish they get better,Positive
2020-09-16T22:30:20.000Z,1,,global warming seems to be accelerating,Neutral
2020-09-16T15:02:59.000Z,1,, glaciers are melting sea levels are rising cloud forests are dying and wildlife is scrambling to keep pace it has become clear that humans have caused most of the past centurys warming ,Positive
2020-09-15T23:27:03.000Z,3,2.0,its as close to you as air we must go to solar power and eliminate fossil fuels or die from viruses  we thought were extinct only to find they were frozen in the arctic  ,Negative
2020-09-16T03:43:47.000Z,1,9.0,but it seems to me that wildfires does not happen everywhere but california and few other places so why is wildfire only limitd in few places,Negative
2020-09-16T04:58:35.000Z,0,,i am a outdoors man in baltimore for  years and our baltimore oriole likes cool air and our winters are so mild now i never seen one in  years now because its warmer here now they stayed north and didnt come back ,Positive
2020-09-16T00:01:07.000Z,1,,all this is the real truth but only our president dont beleived he is the one that have to support all this catstrofe with all the texes we paid he has to serve us not us we pay him to work for us country why we have to beg for help its not right,Positive
2020-09-17T17:39:29.000Z,0,,all i can say about all these changes i k ow these things must happen we get to watch it happeningin a way if you understandas nuch as a human can its kinda interestingknowng whats on  the way,Neutral
2020-09-16T00:24:42.000Z,2,,"we need to combat climate change so that the people and earth can survive 
",Neutral
2020-09-16T01:00:17.000Z,0,,the academic consultants to ipcc international panel for climate change with the un infamously falsified the data deleting whole data sets,Negative
2020-09-16T01:11:19.000Z,0,,there are many factors involved and i am not going to type a book yes the planet its natural changes but since the industrial revolution mankinds abuse has taken its toll,Positive
2020-09-16T18:20:23.000Z,0,,best aug we ever had here  but maybe a protest of all those rich peoples jets and extra large houses,Positive
2020-09-16T01:21:03.000Z,1,,whats this like the th hottest year on record in  years how long will it take for people to learn,Negative
2020-09-16T01:56:05.000Z,0,1.0,what happened between the s and s what was introduced to cause the progression,Neutral
2020-09-16T11:37:04.000Z,0,,please send this informative article to our scientifically   stunted president  if enough people would do that it may annoy him somewhat of course there are reports that he cant read so it may do little to no good sending him anything,Negative
2020-09-16T15:16:27.000Z,0,1.0,that is going to give wyoming a wonderful year around climate but where are we going to put everyone who wants to move here,Positive
2020-09-16T19:26:46.000Z,0,,the reason to all this happened because our planet is dying each one of us he has to be one tree on this planet thats it will help everyone in the future special future kids more better oxygen because everything is happening is our fault because we do the mistake and then later we ask why,Positive
2020-09-15T22:21:06.000Z,0,1.0,there are lots of new things happening in our atmosphere that affect our daily climate activity we all must pay attention to the reality before us ,Positive
2020-09-16T00:36:01.000Z,0,,the hottest decade was the s and still is today weve been cooling ever since,Neutral
2020-09-15T21:32:15.000Z,4,,we all play a partas a world we need to do better,Positive
2020-09-16T20:43:42.000Z,0,,,Neutral
2020-09-16T01:01:41.000Z,0,,did you know that climate records only reliably go back  years,Neutral
2020-09-15T23:54:40.000Z,0,,northern hemisphere summer,Neutral
2020-09-16T13:49:40.000Z,0,,pens que estaba sola en el tema de salvar el planeta yo lo estoy haciendo desde mi trabajo aunque no les guste a mi jefe yo evito utilizar hojas de papel para de esta manera ayudar  al planeta que se quede sin menos rboles a las grandes industria esto no les importa ni a mi jefe tampoco pero a m si menos escrito menos copia y as no habr deforestacin y tendremos un aire limpio para respirar,Neutral
2020-09-16T01:50:01.000Z,0,,pois e preocupantemas acreditem no actual presidents que para ele e tudo falso como a pandemia cove as mentiras que da a nacao e no final tenta desculpar se com covardia tentando sacudir a agua do capote,Neutral
2020-09-17T16:07:57.000Z,0,1.0,what would happen if we had global cooling,Neutral
2020-09-16T11:04:27.000Z,3,,the comments on this post are terrifying didnt realize the right thinks nasa is a hoax too god help us,Negative
2020-09-15T21:57:11.000Z,0,7.0, degree change am i reading this right,Positive
2020-09-16T03:48:18.000Z,0,,great science hard to deny,Positive
2020-09-16T10:04:15.000Z,2,,the comments are a fun read entertained by the planets dumbest science deniers on one thread ,Positive
2020-09-16T12:55:51.000Z,0,,lokepasa ke usa tiran mucho plstico y eso est echando a perder losdrenajes las aguas del mar y animales mueren por eso en mxico fas alatienda y llano tedan el mandado embolsa ya notaron eso,Neutral
2020-09-16T01:01:24.000Z,0,,quick search says change by  c is  change in f is that correct,Positive
2020-09-16T10:05:08.000Z,0,,oh my  climate change effects us all ,Neutral
2020-09-16T02:30:41.000Z,1,,humans we are terrible to our planet,Negative
2020-09-15T22:57:42.000Z,1,,donald trump does not believe in global warming lets get a president that does that is why the climate is going ka    put ,Neutral
2020-09-16T16:00:45.000Z,2,,so glad nasa doesnt let the trolls and denialists go unchallenged,Positive
2020-09-16T04:27:15.000Z,2,1.0,its crazy how people negate science like this you can draw them a huge picture and show them evidence and they will still scream bullshit lol they wont realize it until its too late ,Positive
2020-09-15T22:28:14.000Z,4,6.0,i wrote a very researched term paper in  of which my professor at uno stated that he learned something titled global warming and the  greenhouse effect  my junior year an a of course i am a retired biology teacher i have been having conversations with high school friends of then since  about what is going to happen to our planet if we dont take care of it there is so much more i voiced yall already know ,Positive
2020-09-16T00:55:14.000Z,0,,"es triste todo lo que esta pasando todo se destruye por todas 
compaas
luego no siembran nada de rboles yo
en mi casa
tengo muchas sembrados
muchas bendiciones pueblo ",Neutral
2020-09-16T01:53:03.000Z,1,3.0,do not agree with climate change,Neutral
2020-09-16T01:43:27.000Z,0,,more love  tu ecologic  tying positive bendyciones  ,Positive
2020-09-15T22:56:11.000Z,0,,the earth does have a   life ,Neutral
2020-09-15T23:36:23.000Z,1,,save the planet  ,Neutral
2020-09-16T01:28:16.000Z,0,,grasias ami tambien me da mucha tristeza como danamos nuestro planeta y sin aser nada por cuidar nuestra casa de todos amen,Neutral
2020-09-16T05:24:28.000Z,0,,yes  thank you  were dead in  november,Negative
2020-09-15T23:02:32.000Z,1,,"ivy pantellaforge

the comments on this post made me physically ill ",Negative
2020-09-16T22:15:41.000Z,0,,move to south pole,Neutral
2020-09-16T02:52:17.000Z,0,,its  to late check mate,Negative
2020-09-15T22:58:07.000Z,1,,pues ay que aser algo para salvar nuestro planeta tan ermoso que es y nolo cuidamos ,Neutral
2020-09-15T23:11:04.000Z,8,,after all these decades protecting and informing americansthank you for your continued service and precision as the challenges of climate impacts arrive in full may we all do better to mitigate build resiliency and use credible science in response nca sr buildbackbetter sprintonclimate,Positive
2020-09-16T00:57:31.000Z,1,,it was global warming until science noticed it wasnt so the globalists switched to climate change,Neutral
2020-09-16T16:51:08.000Z,1,3.0,"
nasa wants you to believe that man is the sole reason temperature increases to be sure their own graphs when a thinking cap is put on shows most of the increase is well before mans influence they also promote wild sea level increases but again look at the sea level graph with your thinking cap on again the wild rise was way before man was influencing anything here on earth my point being carbon isnt poison man has flourished the most during the warm periods man isnt causing the flooding from rising seal levels that is natural at most man can influence the speed of an occurrence we need to find alternative energy sources because we need energy cheap energy sources cheap energy saves lives on this earth expensive energy kills people we can prepare for changing climate but we cannot use energy we cannot afford to use we need causes to save ourselves for instance did you know the big coastal cities most run by democrats while telling you you need to pay the green shaman to make your weather better and safer for you they are still dumping their poisons into the ocean because it is cheaper than disposing of them properly on land out of sight out of mind except you and i both know this is poisoning our oceans while they tell us coral reefs dying are caused by your use of energy and that red tides are from a mysterious origin they dump chemicals into our oceans without one acknowledgement of the damage this is doing you know dumping in our oceans is wrong right where is the plastic coming from oh yeah straws which by the way are never found in the ocean are the cause not at all from their ocean dumped garbage starting to unravel 

think cheap energy and as important universal access to it is a human right those that control our access to energy control us demand cheap energy to save black lives demand ocean dumping stop to save black lives 

stop the idiocy 

we can do this
",Positive
2020-09-15T22:33:20.000Z,0,,,Neutral
2020-09-15T21:40:25.000Z,11,,also people are forgetting about the delay factor when it comes to greenhouse gases  the warming we are experiencing today is from decades past  like a pot of water on the stove it doesnt come to a boil immediately im really nervous on how this planet is going to look in my s and sif i make it that far,Positive
2020-09-15T22:35:10.000Z,2,,im in southern ontario canada  and we are blanketed by a haze of smoke from the west coast this has never happened before,Neutral
2020-09-15T22:58:59.000Z,0,,,Neutral
2020-09-20T17:38:28.000Z,0,,bruce threlfall,Neutral
2020-09-18T04:03:50.000Z,0,,in deed,Neutral
2020-09-17T14:03:42.000Z,0,,hello people its happening  in our lifetime,Neutral
2020-09-17T12:47:25.000Z,0,,interesting,Positive
2020-09-17T00:11:20.000Z,0,,ya its going to happen,Neutral
2020-09-16T15:28:05.000Z,0,,soooooo,Neutral
2020-09-16T13:18:06.000Z,0,,,Neutral
2020-09-16T12:55:14.000Z,0,,thanks ,Positive
2020-09-16T11:23:51.000Z,0,,,Neutral
2020-09-16T09:57:44.000Z,1,3.0,dont agree,Neutral
2020-09-16T09:07:29.000Z,0,,,Neutral
2020-09-16T05:49:03.000Z,0,,we are the ,Neutral
2020-09-16T03:53:39.000Z,0,,among other things too ,Negative
2020-09-16T01:07:12.000Z,0,,,Neutral
2020-09-16T00:43:23.000Z,0,,wake up peoples,Neutral
2020-09-16T00:33:57.000Z,0,,,Neutral
2020-09-16T00:33:24.000Z,0,,fake,Negative
2020-09-16T00:11:13.000Z,0,,,Neutral
2020-09-15T23:53:57.000Z,0,,,Neutral
2020-09-15T22:59:03.000Z,3,,vote,Neutral
2020-09-15T22:32:01.000Z,0,,"msfloodpreventioncom
save lives and land",Neutral
2023-12-14T18:54:00.000Z,28,34.0,i cant help but notice the hot spots on the world map are where there are not very many thermometers isnt this worldwide temperature map generated by models that fill in the areas without data,Positive
2023-12-14T20:00:40.000Z,12,,this is becoming a trend for those that are not paying attention ,Positive
2023-12-14T21:44:26.000Z,0,1.0,good game forfeit at ,Positive
2023-12-20T18:15:56.000Z,0,,"does the solar maximum affect 
the earths core in any way 
or just the atmosphere  weather",Neutral
2023-12-14T18:40:45.000Z,24,40.0,ok but what about like the  billion years before that im sure theres been times when it was even hotter or even colder  stop twist things to fit the narrative,Positive
2023-12-14T18:14:16.000Z,20,,"so much denial propaganda from those who dont understand basic science

they are part of the threat to life through their ignorance and selfishness",Positive
2023-12-17T16:40:35.000Z,0,,not every day of course but weve been having really beautiful summer days here in ventura county this december,Positive
2023-12-16T17:07:11.000Z,9,2.0,caused by human activities is the biggest lie get outta here nasa climate change,Neutral
2023-12-17T16:43:53.000Z,3,,and the denialists and conspiracists show up every time,Neutral
2023-12-14T18:02:20.000Z,10,15.0,our government promotes fear for funding if your young live your lives free of this nonsense,Positive
2023-12-15T22:42:43.000Z,14,,one thing is common among climate change deniers low intelligence seen clearly in this comment section,Negative
2023-12-15T04:40:57.000Z,3,3.0,"if you cant give me a basic description about the laws of thermodynamics in closed systems nothing crazyjust a general overview of each of the laws and how they apply to earths systemsjust off the top of your head

i will not listen to you about your opinion on climate change
these self proclaimed critical thinkers that think they understand the complexities that is climate change crack me up",Positive
2023-12-14T22:37:45.000Z,17,30.0,"from another site

the climate change hoax has collapsed a devastating series of research papers has just been published revealing that human activity can account for no more than a c rise in global temperatures meaning that all the human activity targeted by radical climate change alarmists  combustion engines airplane flights diesel tractors  has virtually no measurable impact on the temperature of the planet

finnish scientists spearheaded the research releasing a paper entitled no experimental evidence for the significant anthropogenic climate change

this is further supported by researchers at kobe university in japan who published a nearly simultaneous paper that reveals how changes in our planets magnetic field govern the intensity of solar radiation that reaches the lower atmosphere causing cloud formation that alters global temperatureshat study published in nature is called intensified east asian winter monsoon during the last geomagnetic reversal transition",Negative
2023-12-15T19:32:02.000Z,5,11.0,"and the solar flare high activity has nothing to do with the higher november temperatures interesting

the only human activity to cause huge impact on the planet and change was nuclear testing and hydrogen bombs that have been hugely used and tested in the past but zero accountability by governments of the world cfcs were the blame towards the hole in the ozone but interestingly nuclear testing in the most sensitive layers of the atmosphere have happened with nuclear testing in the stratosphere its all a huge sham with lack of accountability by the real parties responsible",Positive
2023-12-14T16:59:04.000Z,6,5.0,i love this weather couldnt have a better winter unless it was  would love that too,Positive
2023-12-15T11:44:47.000Z,7,14.0,that normal because we are entering  cycle it happened before mammoths extinguished s neanderthals atlantis ice age great flood men they all had healthy ocean som cooled down the planet and helped that few thousand people survived not we from december  we will be unable to stop changes and protect ourselves,Positive
2023-12-22T15:27:58.000Z,0,,"we forgot a huge informations about climatic changment the time it take to do  full day 

this is the most important informations that need to be added to all calculation as it easy to understand that climat change are  normal if you put a chiken to heat at f for h or put f h what the change in the condition of the meat  they did not receive the same heat priod well same as earth does heat more in time now then climate getting burn more long in time",Positive
2023-12-14T19:54:36.000Z,1,,i thought we are having an el nio,Neutral
2023-12-14T18:22:30.000Z,4,1.0,john kerry to the rescue with his private jet,Neutral
2023-12-15T16:43:54.000Z,6,,this is what happens when politicians are in charge of climate policy instead of scientists,Neutral
